1,31,476
21,53,323
24,84,224
57,92,246
63,12,53
90,24,171
88,9,420
29,89,705
56,87,873
98,42,535
81,51,689
89,47,927
11,69,560
27,87,263
75,34,573
29,89,802
21,13,208
97,82,46
56,82,774
40,59,249
33,94,337
17,41,882
71,9,813
18,3,289
18,71,201
9,31,957
14,82,803
49,85,390
91,35,228
68,39,228
96,88,638
60,78,228
65,1,443
27,98,322
64,96,379
54,30,711
50,57,624
94,36,746
55,79,419
19,32,474
9,56,430
86,23,363
95,64,661
59,19,97
29,5,734
80,5,826
26,40,110
4,78,857
58,96,533
12,82,403
24,66,568
73,45,716
14,5,137
6,47,991
60,75,743
41,7,792
45,76,4
7,17,849
19,1,846
67,16,604
57,74,579
85,59,30
57,6,834
70,80,45
51,41,425
46,65,685
46,31,498
37,13,306
85,35,985
19,95,138
27,46,953
35,16,522
77,44,589
18,42,927
12,61,756
12,19,491
31,6,529
43,5,818
37,54,500
84,25,654
61,66,770
40,36,506
66,73,69
19,47,22
5,3,941
81,45,184
24,6,231
13,11,470
44,59,900
2,20,48
65,3,546
49,3,721
14,24,72
46,60,789
3,5,229
3,9,77
11,24,832
19,72,900
8,24,517
26,72,275
86,46,937
30,52,641
89,61,933
43,61,485
18,58,363
89,80,251
3,45,117
33,38,613
55,98,589
1,1,378
43,19,239
41,56,304
55,15,673
23,16,555
69,32,443
48,37,99
61,5,434
83,63,909
57,60,161
75,2,897
74,81,946
10,85,989
28,75,501
63,40,276
71,29,10
75,60,741
84,48,381
41,40,806
42,98,135
24,27,606
92,24,514
26,85,946
14,83,977
73,9,828
78,71,205
78,48,371
14,35,654
72,26,935
42,34,675
69,7,800
87,81,133
60,24,922
1,31,507
26,85,217
30,39,303
29,70,29
55,17,463
62,88,649
18,16,699
19,45,783
1,46,294
32,72,118
72,24,258
81,26,553
91,14,928
95,76,534
28,23,337
3,27,529
2,44,375
36,40,816
35,9,838
11,82,422
61,16,960
68,77,344
69,16,567
45,79,907
60,11,879
33,25,203
17,60,721
67,92,266
98,52,800
76,92,493
82,31,691
74,72,737
41,75,646
85,14,398
59,66,335
66,85,365
69,63,153
30,74,316
51,16,828
29,47,355
21,55,7
51,31,615
12,98,510
33,91,985
87,74,750
97,73,417
96,4,773
56,35,849
39,89,241
6,15,478
72,59,230
90,93,413
29,24,354
68,20,744
90,75,934
23,84,707
91,32,538
6,94,937
4,41,454
93,84,758
27,37,432
4,6,611
73,91,780
23,1,808
49,25,276
48,41,599
52,57,772
44,13,783
40,69,647
81,90,892
28,56,198
24,85,261
96,15,212
24,46,755
64,58,98
9,17,759
97,3,576
56,3,941
83,5,459
80,1,221
97,58,806
40,14,255
2,73,961
73,94,796
19,78,719
13,52,17
20,81,301
7,25,185
76,51,814
96,55,359
42,29,38
81,3,590
60,91,24
28,69,550
65,8,134
97,46,178
99,91,41
27,39,72
66,46,4
88,53,199
79,50,894
8,96,73
9,75,215
51,33,279
5,98,673
67,82,103
82,73,458
36,9,135
10,1,976
18,31,746
82,62,527
62,33,362
48,85,424
72,38,505
47,20,775
64,71,221
17,5,563
53,25,352
95,39,281
46,80,994
97,57,766
58,90,193
98,17,251
49,60,54
52,67,868
82,6,324
99,44,834
8,69,473
51,85,561
90,61,627
20,7,313
72,63,821
73,92,80
27,33,535
14,61,349
34,60,31
9,59,991
41,11,299
86,95,397
80,95,208
29,37,746
57,26,995
53,59,891
20,93,559
11,69,129
71,23,958
56,67,306
27,83,829
14,93,517
81,2,991
61,10,615
62,8,373
10,26,118
84,92,835
26,45,457
4,93,103
27,87,248
99,82,881
3,65,125
3,11,456
61,82,642
69,26,820
98,36,763
44,72,968
98,37,468
61,96,269
18,23,381
72,91,857
21,14,53
79,55,958
95,78,534
58,79,895
47,83,634
20,80,722
82,99,992
36,64,889
64,90,749
85,52,212
8,78,621
46,1,72
10,85,730
36,96,160
30,5,723
57,65,177
41,51,626
48,48,93
44,53,489
35,93,256
57,55,54
68,44,159
3,98,622
8,1,215
11,41,609
40,10,679
82,56,1000
60,5,435
16,24,23
2,35,760
88,28,124
29,40,544
47,81,356
51,29,973
55,56,983
84,55,677
14,95,853
28,24,509
63,74,552
48,3,475
57,35,790
91,20,500
53,79,996
35,30,182
42,24,2
32,88,572
32,19,785
84,64,895
21,99,311
6,26,432
16,67,463
41,81,851
63,88,220
52,52,410
1,28,894
98,56,253
80,37,174
41,91,313
15,75,403
48,34,291
33,38,186
17,25,225
60,25,685
13,13,450
49,1,707
68,58,460
6,90,482
22,35,76
72,85,598
78,55,59
26,87,473
30,44,183
87,96,325
24,59,526
36,23,183
30,43,190
98,36,114
45,94,335
6,7,266
34,22,710
21,61,523
52,51,231
38,36,704
59,28,257
54,82,479
59,14,620
62,27,385
69,72,292
49,25,702
59,81,965
13,40,133
19,28,579
23,58,400
40,82,217
25,8,539
6,30,122
10,53,931
31,9,995
41,86,657
14,24,415
30,12,618
88,57,662
29,37,994
11,17,115
72,90,771
81,33,77
55,40,363
30,70,372
39,73,93
16,10,739
33,43,537
37,25,626
54,26,97
75,70,271
9,86,417
29,63,547
81,65,314
87,20,927
15,69,201
82,10,459
13,12,525
78,8,689
64,7,561
49,29,301
7,40,639
82,75,676
94,22,925
52,42,861
18,80,869
59,90,779
34,55,796
62,39,352
12,84,785
75,79,850
54,43,856
60,98,361
58,19,701
96,66,875
53,87,29
39,16,438
87,35,942
95,24,571
94,93,289
25,39,692
56,42,915
45,80,861
27,72,168
35,97,227
43,24,618
29,37,378
32,40,740
81,65,891
3,92,937
54,53,310
74,83,812
24,99,829
14,55,947
25,16,217
78,45,632
40,51,15
43,44,906
96,78,953
78,69,133
19,99,198
88,74,462
92,16,822
81,90,456
25,7,996
27,49,830
23,59,350
68,38,383
7,14,62
1,43,860
15,96,490
67,75,817
24,86,746
21,17,745
93,23,672
72,8,145
84,32,552
87,39,615
53,35,728
36,59,517
17,75,481
49,54,775
13,56,388
30,84,551
53,75,240
34,80,605
55,84,2
44,81,761
93,15,364
31,74,195
94,12,991
91,6,528
64,48,575
50,22,512
69,74,281
61,63,515
32,32,320
75,3,275
15,19,931
49,60,13
64,17,436
27,40,97
42,44,24
61,70,518
71,17,328
38,65,37
67,54,449
48,15,7
11,48,302
96,61,353
46,10,475
78,42,730
82,38,426
25,34,941
18,82,493
33,75,546
67,29,742
31,92,303
5,10,560
91,19,185
81,16,684
99,1,398
58,92,685
36,87,371
87,51,102
96,54,566
30,40,749
61,16,116
25,36,233
66,82,722
12,7,396
91,62,721
5,89,676
85,61,118
77,37,843
34,96,957
27,94,356
90,9,298
63,26,966
78,27,229
21,82,244
6,24,936
1,80,692
77,89,859
60,70,933
99,43,555
24,70,809
92,88,832
63,53,326
41,81,411
94,73,619
5,56,924
85,93,20
97,48,824
66,46,598
22,2,596
78,60,653
29,96,127
32,85,975
53,83,257
79,13,333
98,77,148
32,13,633
50,3,555
14,17,237
37,48,396
96,68,689
18,31,36
20,64,940
57,96,983
49,44,96
31,54,135
95,52,979
15,8,110
18,51,565
86,13,41
82,26,88
6,91,515
18,54,308
52,99,715
3,18,183
62,62,818
11,82,361
25,8,686
68,6,376
51,67,416
49,18,548
8,85,734
46,57,744
23,63,155
7,9,66
15,21,611
70,20,242
75,26,562
82,28,232
52,17,652
52,65,195
3,33,10
66,89,167
66,91,493
71,42,913
14,47,401
36,95,840
61,31,121
5,35,301
90,75,729
8,91,440
68,60,87
57,14,803
39,32,656
1,50,897
35,30,397
75,32,454
80,73,731
38,5,529
18,17,158
26,38,940
84,58,263
83,60,648
47,36,455
13,22,451
65,71,557
94,58,393
20,5,636
42,38,624
72,50,97
81,67,765
81,20,662
33,11,299
9,68,543
52,76,719
68,7,635
6,19,192
97,21,501
44,11,860
77,62,694
45,70,417
13,76,101
36,44,275
45,81,385
20,52,554
92,2,409
35,67,907
21,97,254
14,90,618
3,99,354
86,59,93
12,72,98
77,90,30
90,73,896
92,7,180
58,25,761
75,98,710
57,29,648
64,91,791
68,22,493
35,22,198
84,87,140
16,55,215
49,22,273
50,47,162
71,27,795
95,16,363
29,34,739
44,9,999
62,11,877
2,82,153
88,42,428
5,99,222
22,73,515
81,7,709
21,39,418
87,40,511
70,14,489
86,32,548
64,45,143
47,9,266
82,78,835
39,44,331
81,55,141
14,59,74
27,14,911
88,51,892
2,20,144
20,61,514
93,66,902
72,63,257
45,83,745
16,45,823
58,74,255
24,96,308
17,92,22
28,69,186
22,77,885
7,45,751
40,42,824
27,91,91
81,90,439
2,44,873
98,49,148
67,27,50
24,16,112
19,86,597
83,53,137
13,42,276
10,49,208
82,48,261
88,69,908
65,72,865
84,75,922
93,97,746
59,76,664
41,90,481
37,72,271
75,31,786
79,63,398
89,35,727
31,56,983
29,91,962
20,58,446
88,46,554
77,51,344
63,88,641
7,20,844
76,2,693
87,92,650
18,89,252
21,71,763
81,64,836
57,75,322
12,30,915
66,76,265
45,81,265
88,14,87
37,91,668
64,2,95
70,41,363
67,43,342
55,83,732
9,88,86
59,39,457
67,10,390
90,70,320
70,96,289
46,13,273
31,6,111
22,8,108
15,53,500
1,84,968
92,83,184
10,9,563
46,11,182
19,68,260
74,50,433
2,65,800
10,90,676
21,9,304
27,4,875
71,71,16
21,79,319
22,5,176
39,92,349
73,80,54
20,15,585
58,87,336
54,39,380
15,72,665
3,15,67
76,29,119
95,90,400
12,44,879
89,10,838
72,97,126
98,73,651
8,55,183
96,64,780
31,46,239
82,53,20
84,64,414
27,37,987
13,25,864
40,6,127
73,7,105
47,95,251
17,99,583
31,53,55
96,82,588
85,68,803
68,63,186
83,27,947
15,23,149
27,73,166
58,51,563
10,42,810
98,75,650
75,7,465
15,60,412
94,22,251
65,91,493
31,53,393
12,38,140
24,35,687
12,91,517
34,57,112
32,4,548
66,29,388
21,23,948
35,1,85
11,72,203
27,20,880
39,86,361
97,88,829
9,2,284
5,15,599
71,3,686
74,31,578
60,63,355
44,96,505
15,15,35
1,86,762
83,33,643
75,2,635
18,65,980
32,19,738
32,86,585
98,11,515
98,3,984
11,18,797
31,98,455
94,52,370
91,96,986
75,28,250
76,79,235
82,64,534
56,80,273
40,78,38
35,7,119
25,88,549
67,12,211
83,31,507
78,69,70
76,57,213
9,4,738
80,82,512
55,49,315
63,55,398
60,34,335
1,85,486
1,79,841
16,55,111
33,82,612
14,92,24
43,22,172
31,27,827
64,50,610
4,78,299
11,80,981
50,41,485
41,96,360
16,39,607
99,46,688
33,55,278
21,27,133
99,46,783
12,66,871
89,8,791
73,74,191
43,53,201
15,32,811
50,4,248
86,44,690
13,76,402
6,9,948
38,11,460
53,45,224
63,7,188
88,95,560
64,59,370
62,14,992
71,41,825
80,96,478
80,32,64
26,19,306
32,1,731
91,60,509
4,22,708
96,22,133
64,6,607
38,21,202
49,37,559
35,88,557
32,7,173
47,28,102
89,81,67
92,68,599
53,48,26
23,49,316
32,38,496
93,88,591
65,23,532
93,10,393
56,22,34
98,9,434
29,11,510
12,97,706
53,1,416
16,82,412
54,24,309
77,40,618
31,69,152
42,33,989
23,46,715
59,77,959
96,3,743
30,30,549
56,95,852
77,9,452
19,84,99
74,13,520
38,29,336
55,15,885
72,56,350
77,81,28
97,74,813
62,27,29
20,18,775
16,95,622
77,89,692
1,34,676
55,71,572
46,90,65
36,43,36
88,88,784
26,92,404
73,20,971
98,29,319
47,40,418
71,18,354
61,36,736
18,48,571
77,76,220
69,54,710
52,88,884
24,92,97
17,82,635
68,73,495
7,59,45
37,96,7
55,75,32
86,47,563
54,20,186
79,80,589
8,83,726
19,16,627
81,18,550
60,23,893
54,41,639
23,20,897
99,93,132
32,87,537
29,16,553
54,5,809
67,38,310
42,87,348
96,94,934
22,66,52
84,86,241
58,73,751
48,3,270
89,14,893
85,56,599
6,68,314
19,36,333
66,37,535
39,53,211
74,36,115
36,19,608
85,45,137
94,23,377
14,69,275
88,87,932
4,10,556
91,76,526
80,69,693
1,95,636
90,57,839
55,20,13
65,72,76
96,69,389
34,54,74
38,47,622
53,36,683
65,59,137
57,92,128
42,27,152
58,37,186
51,20,67
55,31,187
85,67,523
4,51,473
21,99,252
16,77,228
1,81,194
91,57,462
53,6,965
1,42,23
76,76,12
81,33,141
70,89,52
71,62,503
60,59,564
11,30,715
95,74,28
39,45,903
60,12,932
58,18,4
50,37,746
41,94,812
23,93,605
21,35,306
37,34,568
81,42,138
66,3,295
74,46,587
6,17,143
6,1,921
90,87,53
53,12,613
22,31,646
25,47,322
7,25,646
80,88,318
4,76,958
11,3,169
44,49,806
85,32,820
49,25,516
63,15,658
67,62,28
14,94,888
25,72,199
27,5,229
27,12,272
61,8,414
87,97,564
84,48,278
71,66,171
47,9,614
94,29,916
82,71,312
41,62,357
56,4,257
29,90,618
74,30,964
54,99,678
36,91,726
28,81,944
15,5,355
29,27,371
88,26,564
29,7,221
40,69,2
97,34,630
23,87,931
4,61,764
49,28,971
2,55,805
30,9,350
79,50,875
96,35,873
46,33,406
51,55,52
79,13,274
11,49,678
14,23,85
44,75,557
16,57,295
91,9,903
38,76,189
42,22,287
22,23,150
65,1,508
24,59,838
90,45,446
70,7,423
38,3,888
95,18,559
6,97,444
5,85,224
81,89,7
98,79,642
39,58,327
2,50,262
81,29,690
70,72,503
16,53,674
74,76,902
29,44,651
15,64,209
32,64,161
20,77,396
24,83,130
26,15,868
46,80,163
78,75,908
29,53,129
26,2,807
33,70,913
51,46,779
5,56,677
79,21,250
66,32,818
74,42,641
64,93,816
94,67,945
94,26,630
67,80,743
19,20,124
87,26,860
85,42,812
75,88,9
71,96,744
75,81,18
82,36,881
13,98,221
48,43,389
42,42,536
85,80,429
86,16,471
78,25,649
63,84,474
2,12,382
99,62,511
84,21,230
17,91,847
7,26,456
42,67,437
54,85,278
46,32,238
44,48,572
77,75,591
19,49,374
35,74,576
68,96,143
20,32,848
56,78,3
61,50,497
78,45,548
48,93,873
41,54,999
78,88,296
62,52,495
13,80,15
97,74,940
90,3,258
58,37,210
5,54,518
67,98,817
22,62,568
64,24,132
89,46,329
2,98,576
4,29,126
59,19,98
30,41,517
26,31,689
23,10,762
7,89,217
53,62,1
40,50,245
94,62,809
80,61,875
90,88,332
4,75,28
36,8,309
7,18,923
61,96,126
20,68,69
6,92,337
98,54,55
52,55,158
39,10,935
86,24,686
36,45,711
33,17,954
64,50,965
42,33,739
42,44,411
13,61,460
2,3,268
49,88,87
49,29,539
12,44,653
8,97,305
63,10,372
46,64,102
48,13,93
16,77,814
56,96,55
10,39,216
45,22,428
6,44,817
43,93,69
13,95,951
47,66,29
24,2,61
37,50,686
85,83,700
69,96,18
82,3,49
59,48,935
13,12,625
37,75,376
19,53,959
10,88,944
12,56,465
60,93,705
13,69,738
67,69,127
18,68,96
44,36,207
59,54,295
51,95,950
92,29,964
49,97,535
73,92,316
6,89,559
98,27,702
94,84,378
29,40,418
32,23,901
60,78,664
90,18,226
50,81,843
19,67,246
49,27,223
30,33,456
82,89,929
93,12,323
52,34,62
39,62,708
87,58,306
85,18,547
58,80,381
25,38,92
32,71,210
78,40,546
39,31,958
27,38,327
15,2,181
13,10,284
50,6,446
51,84,159
24,68,866
56,99,339
41,73,597
80,12,167
70,24,679
74,55,973
22,99,839
83,73,847
48,15,957
54,34,787
73,69,691
39,30,841
31,15,140
34,5,119
27,51,26
51,27,508
7,43,995
95,80,566
36,14,98
20,80,790
14,29,7
86,15,311
64,91,921
70,78,353
65,19,845
58,63,765
58,23,567
25,31,674
91,45,359
5,72,370
77,86,98
59,29,50
39,59,347
1,66,608
76,67,767
92,75,575
32,5,70
69,45,418
79,84,276
64,38,541
45,52,236
85,34,384
30,62,339
90,49,792
79,28,931
72,56,860
69,82,994
31,53,570
52,52,462
85,15,599
13,93,174
47,82,319
28,98,775
58,50,693
97,81,218
99,88,347
59,13,632
92,71,575
20,90,424
4,29,18
40,49,457
99,61,678
96,40,45
97,14,228
19,7,327
79,17,878
60,14,301
68,46,353
30,68,725
32,32,766
63,30,421
85,66,410
64,9,867
31,55,690
71,84,469
87,92,893
78,62,638
75,99,263
92,52,301
50,95,440
17,60,384
90,62,271
41,31,364
13,8,623
27,83,51
95,57,22
9,49,5
20,83,263
72,6,860
85,35,652
66,45,743
98,57,958
51,1,387
62,31,901
82,47,991
29,20,813
1,35,245
10,53,734
12,1,959
45,49,63
99,45,379
32,80,940
84,80,224
52,81,271
55,49,187
99,4,346
60,17,646
40,24,30
1,85,786
41,23,916
90,11,972
89,20,535
71,64,78
83,91,666
47,46,939
59,77,580
17,56,406
62,86,514
18,37,662
4,11,165
87,9,574
21,61,607
49,80,63
49,12,280
32,82,965
21,14,319
5,84,173
88,64,848
95,68,679
85,15,155
57,67,834
28,24,123
26,2,247
74,97,443
67,90,181
10,61,844
22,1,100
2,63,818
77,47,371
69,39,974
97,25,552
55,30,271
80,72,674
59,78,430
48,57,481
30,77,148
36,78,557
47,80,989
85,95,809
81,87,310
37,57,262
53,54,643
54,51,324
22,83,700
21,80,932
90,53,952
95,79,964
96,36,935
17,51,353
47,98,3
98,19,689
31,19,120
65,53,655
88,83,178
50,4,258
76,26,88
77,69,393
13,20,966
50,83,450
31,25,815
72,30,823
44,22,297
94,81,198
31,59,760
9,15,229
92,84,438
15,73,731
44,13,173
39,8,293
35,77,429
62,75,152
94,94,673
77,62,489
86,79,39
43,26,345
63,13,221
29,49,546
58,35,225
18,72,13
33,85,220
93,24,447
82,19,169
47,89,575
37,98,221
98,45,981
80,60,826
27,39,622
38,69,451
22,78,240
54,35,47
1,48,508
86,83,492
50,90,444
13,9,904
25,99,903
90,13,33
72,23,906
68,61,892
35,31,935
91,55,514
21,96,863
94,70,837
90,92,729
72,22,211
10,87,31
52,93,270
31,77,268
11,33,332
98,80,872
44,38,678
47,4,994
86,91,920
6,54,301
15,80,34
35,73,95
27,70,55
18,1,436
76,5,300
90,33,814
33,15,207
42,57,576
22,47,852
92,42,317
67,39,610
2,82,42
81,59,161
46,86,803
25,81,321
43,14,658
7,41,798
20,93,91
58,63,248
73,59,482
1,59,289
25,5,360
13,61,330
14,52,991
69,94,352
29,21,312
39,2,631
81,24,171
81,57,826
2,37,948
84,78,266
56,75,110
56,94,74
98,79,181
7,53,797
90,71,820
36,68,835
42,59,425
62,24,57
68,55,410
65,58,579
48,10,497
45,68,90
26,89,406
33,74,516
10,17,28
39,25,2
20,31,933
86,59,938
90,18,186
82,42,916
32,37,485
97,16,857
87,21,355
97,44,90
27,94,622
37,42,396
37,13,337
24,29,458
84,74,514
83,80,469
29,10,412
16,50,961
29,75,463
40,33,3
96,51,846
3,55,380
42,57,844
67,58,489
50,6,514
94,86,472
20,76,999
65,5,398
9,64,516
88,62,712
61,8,68
10,60,285
82,45,293
50,82,419
27,59,161
47,29,451
59,37,456
83,62,584
13,52,770
6,50,231
87,32,872
78,34,309
48,12,634
98,13,258
64,78,841
90,42,907
28,51,937
87,84,354
79,9,140
80,88,367
37,60,665
27,54,795
63,31,884
18,91,790
42,99,66
60,30,118
85,5,206
66,69,388
70,57,824
36,44,772
37,96,754
99,8,473
18,91,967
25,19,660
5,61,263
51,64,161
1,99,854
28,8,103
51,70,89
47,63,315
72,44,874
31,39,677
1,33,869
80,6,739
53,81,570
56,25,413
19,21,6
53,20,540
71,50,281
97,78,132
35,98,941
87,80,113
27,29,217
85,51,346
26,81,303
2,99,44
52,21,206
59,99,867
1,51,755
63,91,813
83,21,579
98,64,896
36,11,555
39,10,192
86,16,480
18,3,77
97,20,585
49,71,605
65,88,846
46,65,498
66,62,66
79,22,321
53,75,831
19,8,162
71,95,91
67,27,770
24,81,442
65,90,319
84,99,84
95,22,145
65,4,106
17,91,910
68,96,953
22,13,283
38,89,884
28,25,603
28,69,527
26,50,855
17,12,761
81,83,570
96,5,209
44,84,833
68,77,407
59,32,953
81,5,452
98,69,376
99,65,835
8,64,971
23,56,549
62,40,373
45,69,428
46,24,699
2,3,216
45,69,279
62,71,616
40,76,955
60,22,649
52,25,736
63,23,98
63,39,894
36,3,551
1,43,958
53,49,985
56,96,423
32,10,357
26,74,965
86,56,505
63,98,990
76,63,752
45,24,316
81,21,84
99,9,953
18,71,290
96,20,809
24,25,853
31,63,166
26,6,606
17,70,342
71,78,233
29,95,82
53,7,309
85,10,422
16,57,334
88,24,931
66,67,765
73,47,250
42,43,250
31,11,661
96,85,194
17,33,780
56,22,788
72,28,656
38,71,780
75,18,695
74,2,472
56,70,433
55,24,103
12,16,151
51,24,316
27,8,744
42,56,64
27,94,9
93,19,564
48,83,232
69,79,790
78,37,303
7,78,224
13,92,424
2,66,566
84,13,467
12,12,25
47,8,947
8,61,495
63,67,167
77,15,368
54,96,994
95,23,46
68,42,506
76,97,182
12,39,374
8,11,838
56,68,778
24,37,931
47,42,869
9,75,25
44,10,591
28,74,598
22,74,16
35,93,472
16,15,995
30,41,14
34,67,825
28,37,955
60,49,210
58,9,121
29,29,697
9,51,629
4,50,295
85,53,18
99,44,568
22,65,395
33,97,460
68,77,947
41,99,375
55,43,612
34,16,416
98,26,360
21,90,51
70,85,509
97,83,537
35,34,917
26,70,870
76,37,507
90,30,751
68,62,327
43,45,304
26,71,968
27,93,319
83,37,795
20,51,639
6,99,918
51,14,716
64,47,249
60,43,963
96,38,343
40,10,757
51,77,279
57,51,911
70,67,673
31,4,916
10,39,194
2,76,349
41,67,871
96,34,458
89,3,991
89,87,251
78,74,997
92,3,76
6,12,757
68,78,702
80,45,217
86,21,822
53,25,10
89,56,535
35,83,882
54,53,268
88,41,455
77,52,655
84,14,855
23,49,370
6,17,930
31,91,774
79,38,74
56,80,95
73,54,934
39,18,32
99,35,786
37,66,577
1,19,950
32,47,632
71,66,448
87,31,376
29,39,309
12,48,358
87,99,303
94,86,529
60,49,832
49,9,659
57,56,8
8,80,122
29,9,257
93,40,982
53,59,48
20,71,690
68,97,31
35,55,373
38,44,697
69,48,735
39,52,63
91,40,791
88,60,334
50,36,927
22,29,775
64,3,806
39,26,246
93,36,236
43,1,967
93,92,147
45,40,333
27,79,855
63,33,329
23,80,688
68,69,54
12,65,356
3,56,802
6,37,351
96,64,166
30,8,298
61,52,401
78,20,414
59,42,3
91,26,509
76,62,936
14,50,291
18,49,564
28,49,311
81,5,851
72,73,323
91,87,963
82,77,539
17,47,433
11,43,996
43,32,496
46,35,186
30,62,616
38,33,509
39,85,845
50,10,400
31,65,358
34,86,566
91,21,799
34,17,579
68,26,790
79,76,331
80,50,801
73,23,827
24,31,984
89,25,713
15,68,588
86,11,210
47,66,146
77,21,227
88,81,735
56,34,571
62,62,280
42,7,454
83,70,24
16,31,701
59,33,136
87,76,823
39,64,833
76,91,583
98,87,987
14,95,970
40,39,147
88,76,939
65,66,274
98,17,601
3,47,90
96,74,252
7,4,738
51,68,808
40,63,963
63,80,139
94,27,872
24,16,867
54,98,558
44,21,830
28,86,716
44,13,228
35,9,960
19,63,876
92,12,676
4,19,396
75,97,169
69,75,200
92,81,798
68,46,908
10,57,281
34,81,987
32,6,693
65,6,862
30,55,985
26,5,660
4,77,100
1,70,419
43,87,746
8,55,318
83,90,476
86,50,960
74,3,694
15,63,763
95,35,945
73,5,869
78,82,86
31,29,561
14,78,790
93,80,397
66,69,529
92,5,503
96,82,477
91,93,463
26,49,688
14,87,151
4,75,28
51,9,328
53,62,759
26,36,974
77,31,2
15,34,567
7,50,712
44,67,607
53,30,106
46,99,324
22,7,794
82,3,582
63,45,314
32,78,543
49,62,90
6,93,622
14,17,176
63,34,477
90,81,126
99,14,88
73,45,625
51,80,577
74,74,392
70,29,975
67,51,131
77,62,428
63,85,49
75,58,947
1,34,591
38,49,290
4,92,308
81,4,412
78,56,90
90,15,82
98,3,443
16,34,869
70,47,587
2,77,105
56,50,329
8,8,10
44,52,511
55,94,819
46,17,40
85,61,550
11,81,199
99,20,332
52,18,462
67,66,103
60,16,876
30,73,957
48,97,83
80,60,716
42,98,317
73,45,72
35,77,157
44,46,905
21,54,145
81,11,415
68,2,272
65,7,763
45,67,909
1,19,410
67,72,738
60,25,228
63,96,662
44,20,318
50,49,634
61,6,111
84,83,6
62,12,149
93,32,513
18,96,816
23,12,21
1,93,667
24,79,819
58,14,86
74,71,675
58,1,231
27,97,157
75,63,440
61,38,116
73,4,13
60,28,477
26,73,65
81,55,633
78,58,665
83,41,504
11,57,339
65,59,573
33,81,46
70,22,259
18,11,532
66,90,613
19,15,472
41,49,283
64,11,787
16,96,170
2,45,886
81,32,767
95,14,564
57,10,490
53,24,370
58,47,471
99,13,831
83,9,914
4,54,61
27,82,550
58,82,585
71,53,894
23,95,15
11,85,452
31,67,138
6,65,921
65,19,612
10,51,246
41,17,715
88,15,460
49,13,123
80,39,945
61,67,352
92,82,912
13,78,926
89,80,34
49,65,924
79,67,675
86,32,39
43,87,237
42,60,419
34,81,140
34,35,96
75,66,462
13,58,624
65,94,174
62,87,655
69,33,586
20,42,665
85,27,154
23,53,327
67,24,428
